source,target
Features,Funktionen
Features and Benefits,Funktionen und Vorteile
Features and Demonstrations,Funktionen und Vorführungen
Features and Functions,Funktionen und Merkmale
Features and Specifications,Funktionen & Spezifikationen
FEED,FEED
fidelity,Genauigkeit
field management,Baustellenmanagement
field marketing,Field Marketing
file corruption,Dateibeschädigung
file extraction,Dateiextraktion
file vaulting,Speicherung von Dateien im Tresor
Fill+Pack,Füllen + Nachdruck
Fill+Pack+Cool,Füllen + Nachdruck + Temperierung
filling plant,Abfüllwerk
film & TV,Film und TV
film coefficient,Wärmeübergangskoeffizient
"film, games and television","Film, Games und TV"
Filmbox,Filmbox
financial report,Finanzbericht
financing,Finanzierung
Find a Freelancer,Freiberufler suchen
Find a Government Reseller,Fachhändler-Suche für Behörden
Find a Reseller,Fachhändler-Suche
Find an Event,Veranstaltungen finden
fire protection,Brandschutz
firmware,Firmware
first customer shipment,Auslieferungsbeginn
flange,Flansch
Flex token,Flex-Token
"flexibility, customizable based on need, scalability","Flexibilität, nach Bedarf anpassbar, Skalierbarkeit"
flexible control,Flexible Steuerung
flexible license terms,flexible Lizenzbedingungen
flexible licensing rights,flexible Lizenzrechte
flexible licensing terms,flexible Lizenzbedingungen
FLEXnet Publisher,FLEXnet Publisher
flicker,Flackern
Flickr,Flickr
floating license,übertragbare Lizenz
floating window,verschiebbares Fenster
flyout,Flyout
fly-out,Flyout
Follow Autodesk,Folgen Sie Autodesk
FoMT,FoMT
font shape file,Schriftdatei
foreground processing,Vordergrundverarbeitung
FormIt,FormIt
for-profit purposes,gewinnorientierte Zwecke
forum post,Forumseintrag
forum thread,Forumsthread
fps,fps
Frame Analysis,Gestellanalyse
Frame Generator,Rahmengenerator
free student software,Kostenlose Software für Schüler und Studenten
Free trial,Kostenlose Testversion
free trial version,Kostenlose Testversion
frequently asked questions,häufig gestellte Fragen
front-end engineering design,Front-End Engineering Design
full system commercial,kommerzielle Vollversion
functionality matrix,Tabelle der Produktfunktionen
fund management,Fund Management
fund request,Mittelantrag
Fundamentals of Architectural Science Supplement Curriculum,"Fundamentals of Architectural Science, Lehrplanergänzuung"
Fusion,Fusion
Fusion 360,Fusion 360
Fusion Electronics,Fusion Electronics
Fusion Lifecycle,Fusion Lifecycle
Fusion Modeling Data,Fusion Modeling Data
gallery,Galerie
GD&T symbol,Form- und Lagetoleranzen
generative design,generatives Design
genuine AutoCAD,echtes AutoCAD
geographical information system,geografisches Informationssystem
geometric dimensioning and tolerancing symbol,Form- und Lagetoleranzensymbol
Georgia,Georgien
geospatial,Geodatenobjekte
geotechnical,geotechnisch
GEP,GEP
Get a Free Trial,Kostenlose Testversion herunterladen
Get Current,Get Current
Get more in a suite,Erhalten Sie mehr in einer Suite
Get more with subscription,Vorteile für Abonnenten
GF,GF
GFP,GFP
GIS,GIS
GIS integration,GIS-Integration
global field promotion,Global Field Promotion
global product launch,weltweiter Produktstart
Global Travel Rights,Global Travel Rights
Golden Funnel,Golden Funnel
Google Play,Google Play
Government Affairs Policy,Richtlinie für Regierungsgeschäfte
government customer,Behörde
government entity,"öffentliche Einrichtung, Behörde"
government official,Amtsträger
governmental agency,Behörde
GPU,GPU
gradient hatch,Schraffur mit Abstufung
graphics adapter,Grafikkarte
graphics card driver,Grafikkartentreiber
graphics hardware,Grafikhardware
graphics processing unit,Grafikprozessor
graphics processor,Grafikprozessor
gray-boxing,Grey-Box-Modellierung
greater access,Verbesserter Zugang
Green Literacy and Architectural Design Curriculum,Green Literacy and Architectural Design (GLAD) Curriculum
guardian consent,Zustimmung eines Erziehungsberechtigten
guidance,Anleitung
"Guide to Sustainable Design for Architecture, Engineering, and Construction",Leitfaden für die nachhaltige Planung im Bauwesen
hang,hängen
hard bundle,Hardbundle
hardware acceleration,Hardwarebeschleunigung
hardware-agnostic shader,hardwareunabhängiger Shader
hashtag,Hashtag
hatch,Schraffur
Have a Reseller Contact Me,Beratung durch einen Fachhändler
Have Autodesk Call You,Autodesk soll mich kontaktieren
Have Autodesk contact you,Autodesk soll mich kontaktieren
HDMI cable,HDMI-Kabel
HDRI,HDRI
head loss,Druckverlust
header,Kopfzeile
headshot,Gesichtsaufnahme
Heads-up Design,Heads-up Design
health care system,Gesundheitswesen
health check,Health Check
Health Dashboard,Health Dashboard
"heating, ventilation and air conditioning","Heizung, Lüftung und Klimatisierung"
Helius Composite,Helius Composite
Helius PFA,Helius PFA
hero image,Hero Image
hero product,Hauptprodukt
high dynamic range imaging,High Dynamic Range Imaging
high speed machining,Hochgeschwindigkeitsbearbeitung
High Visual Quality,hohe Anzeigequalität
high-level shader language,HLSL (High Level Shader Language)
high-pressure loss area,Hochdruckverlustbereich
Hitbox,Hitbox
HLSL,HLSL
hobbing machine,Zahnradfräsmaschine
holidays,Feiertage
hollow profile,Hohlprofil
home page,Startseite
Home Premium,Home Premium
Home Use,Home Use
Home Use Eligible Product List,Liste der zugelassenen Produkte zur Nutzung am Heimarbeitsplatz
Home Use license,Home Use-Lizenz
Home Use Rights,Home Use Rights
Home Use software,Home Use-Software
homepage,Startseite
honing machine,Honmaschine
horizontal ribbon,horizontale Multifunktionsleiste
Hot Fix,Hot Fix
Hotfix,Hotfix
hotkey,Tastaturbefehl
HSM,HSM
HSMWorks,HSMWorks
hub,Hub
hybrid environment,hybride Umgebung
hybrid graphics,Hybrid Graphics
Hypershade,Hypershade
hyperthreading,Hyperthreading
IANA,IANA
IAQ,Raumluftqualität
IC,IC
idle period,Leerlauf
i-drop,i-drop
i-drop target,i-drop-Ziel
IFC,IFC
Image courtesy of,Bild mit freundlicher Genehmigung von
imagery,Bilder
imaging software,Imaging-Software
imperial unit,britische Einheit
incremental product enhancement,inkrementelle Produktverbesserung
independent contractor,unabhängiger Auftragnehmer
independent software vendor,unabhängiger Softwarehersteller
independent training provider,unabhängiger Schulungsanbieter
Indie game maker,Indie-Spielentwickler
indirect partner,indirekte Partner
indirect value added reseller,Indirect Value Added Reseller
individual product,Einzelprodukt
indoor air quality,Raumluftqualität
industrial design,Industriedesign
Industrial Design and Visualization Specialization,Spezialisierung im Bereich Industriedesign und Visualisierung
industrial designer,Industriedesigner
industrial machinery,Maschinen- und Anlagenbau
Industries,Branchen
Industry Foundation Classes,Industry Foundation Classes
Industry News,Branchennews
Industry Trends,Branchentrends
InfoCenter,InfoCenter
InfoSWMM,InfoSWMM
infrastructure planning,Infrastrukturplanung
Infrastructure Solutions Division,Infrastructure Solutions Division (ISD)
InfraWorks 360,InfraWorks 360
InfraWorks 360 LT,InfraWorks 360 LT
ingress/egress point,Zugang/Ausgang
In-Place Block Editor,integrierter Blockeditor
in-product subscription access,produktbezogener Abonnementzugang
inquiry,Anfrage
insider trading,Insiderhandel
Insights,Einblicke
install guide,Installationshandbuch
Install Now Help,Hilfe zu Install Now
Install Now method,Methode „Jetzt installieren“
Installation and Licensing Help,Hilfe bei Installation und Lizenzierung
installation directory,Installationsverzeichnis
installation guide,Installationshandbuch
Installation Help,Installationshilfe
installation troubleshooting,Fehlerbehebung bei der Installation
installation wizard,Installationsassistent
Instructables,Instructables
instructor guide,Handbuch für Schulungsleiter
intangible asset,immaterieller Vermögenswert
integrated project delivery,integrierte Projektabwicklung
integrity,Integrität
intellectual property,geistiges Eigentum
Interactive Overview,Interaktiver Überblick
interactive PDF,interaktive PDF-Datei
inter-disciplinary check,Interdisziplinäre Prüfungen (IDCs)
International Organization for Standardization,Internationale Organisation für Normung
Internet,Internet
Internet Assigned Numbers Authority,Internet Assigned Numbers Authority
Internet time server,Internetzeitserver
interoperability,Interoperabilität
Inventor,Inventor
Inventor CAM,Inventor CAM
Inventor Education Curriculum,Inventor-Curriculum für Schulen und Hochschulen
Inventor LT,Inventor LT
Inventor LT Suite,Inventor LT Suite
Inventor Professional,Inventor Professional
Investor Relations,Investor Relations
IPD,IPD
iPDF,iPDF
isometric drawing,isometrische Zeichnung
isometric symbol,isometrisches Symbol
ISV,unabhängiger Softwarehersteller
item numbering,Artikelnummerierung
IVAR,IVAR
JIT,JIT
Job Search,Stellensuche
journal file,Protokolldatei
Just-In-Time,Just-in-Time
Keep Me Signed In,Angemeldet bleiben
Key Benefits,Die wichtigsten Leistungen und Vorteile
Key Features,Die wichtigsten Funktionen
Key Message,Kernaussage
key selling point,Hauptverkaufsargument
kicker text,Dachzeilentext
Knowledge Base,Knowledge Base
Knowledge Network,Knowledge Network
KPI,KPI
label,Beschriftung
lag,langsam reagieren
land recycling,Flächenrecycling
landing page,Landing-Page
Language Downloads,Download von Sprachpaketen
language exchange,Sprachwechsel
language pack deployment,Einrichtung von Sprachpaketen
Late Attach,nachträglicher Abschluss
late processing fee,Nachbearbeitungsgebühr
late renewal,nachträgliche Verlängerung
latest versions/releases,neueste Versionen
launch event,Product Launch Event
law enforcement,Justiz
layout viewport,Layout-Ansichtsfenster
LCA,LCA
lean construction,schlankere Konstruktion
Learning Materials,Lern- und Schulungsunterlagen
LEED,LEED
legal entity,Rechtseinheit
Legal Notice,Rechtliche Hinweise
Legal Notices & Trademarks,Rechtliche Hinweise und Marken
level of detail,Detailstufe
liability,Haftung
license agreement,Lizenzvertrag
License and Services Agreement,Lizenz- und Servicevertrag
License Behaviors,Lizenzverhalten
license borrowing,Lizenzentleihung
license compliance,Lizenzkonformität
license consumption,Lizenzbeanspruchung
License File Parser,Lizenzdatei-Parser
License File Reference,Lizenzdatei-Referenz
License Finder,License Finder
license holder,Lizenzinhaber
license inactivity timeout,Zeitüberschreitung der Lizenzinaktivität
license key,Lizenzschlüssel
license management,Lizenzverwaltung
license management tool,Lizenzverwaltungstool
license manager,License Manager
License Parser,License Parser
License Report Request,Berichtsanforderung für Lizenzen
license server model,Lizenzserver-Modell
license supplier,Lizenzgeber
license timeout,Zeitüberschreitung bei Lizenzen
license time-out,Zeitüberschreitung bei Lizenzen
License Transfer utility,Dienstprogramm zur Lizenzübertragung
license usage,Lizenzverwendung
licensing error,Lizenzfehler
life cycle,Lebenszyklus
lifecycle,Lebenszyklus
lifetime,Lebensdauer
limited time offer,zeitlich begrenztes Angebot
line number,Leitungsnummer
line smoothing,Linienglättung
linearity,Linearität
linetype,Linientyp
lineweight,Linienstärke
Linux license server,Linux-Lizenzserver
Live Map,Online-Karte
Local Business Hours,Lokale Geschäftszeiten
local coordinates,lokale Koordinaten
login credentials,Anmeldedaten
logo,Logo
logotype,Logo
low resolution,niedrige Auflösung
LSA,LSA
LTU,LTU
M&E,M&E
M&E Collection,M&E Collection
MAC,MAC
Mac App Store,Mac App Store
Magic Trackpad,Magic Trackpad
mail-in rebate,Mail-in-Rabatt
maintenance plan,Wartungsvertrag
maintenance plan contract,Wartungsvertragsdokument
maintenance plan customer,Wartungsvertragskunde
Maintenance to Subscription Eligibility List,Liste der zugelassenen Produkte für den Wechsel von Wartungsvertrag zu Abonnement
major account,Großkunde
major account discount,Großkundenrabatt
maker,Maker
Makers & indie designers,Maker und Indie-Entwickler
malicious code,bösartiger Code
Manage Auto-Renewal Plan,Einstellungen für automatische Vertragsverlängerung verwalten
manual renewal,manuelle Verlängerung
manufacturer retail price,unverbindlicher Verkaufspreis (UVP) des Herstellers
manufacturer suggested retail price,unverbindliche Preisempfehlung des Herstellers
Manufacturing Solutions Division,Manufacturing Solutions Division (MSD)
manufacturing supply chain,Lieferkette in der Fertigungsindustrie
Map Explorer,Karten-Explorer
market development fund,Market Development Fund
marketing,Marketing
marketing campaign,Marketingkampagne
Marketing Development Fund,Marketing Development Fund
Marketing Director,Marketing Director
marketing qualified lead,Marketing Qualified Lead
masking region,Maskierungsbereich
mass customization,kundenindividuelle Massenproduktion
Master Boot Record,Master Boot Record
master computer,Master-Computer
master image file,Master-Image-Datei
master services agreement,Rahmenvertrag
MatchMover,MatchMover
Material Library,Materialbibliothek
Maya,Maya
Maya LT,Maya LT
MBR,MBR
McAfee ePolicy Orchestrator,McAfee ePolicy Orchestrator
MDF,MDF
measurement scale,Bemaßungsskalierung
measuring tool,Messwerkzeug
mechanical engineering,Maschinenbau
Media & Entertainment,Media & Entertainment
Media & Entertainment Collection,Media & Entertainment Collection
Media & Entertainment Training Videos,Schulungsvideos für Media & Entertainment
Media Access Control,Medien-Zugriffskontrolle
Media Browser,Medien-Browser
Media Relations,Media Relations
media storage disk,Medien-Datenträger
Membership Training Provider program,Programm Autodesk Membership Training Provider
memory usage,Speichernutzung
mentor,Mentor
mesh convergence study,Netzkonvergenzstudie
mesh density,Netzdichte
mesh refinement,Netzverfeinerung
Meshmixer,Meshmixer
Metering Usage,Nutzungsmessung
MFG,MFG
Microsoft Knowledge Base,Microsoft Knowledge Base
middle mouse button,mittlere Maustaste
Migration Assistant,Migration Assistant
migration tool,Migrationstool
migration utility,Migrationsdienstprogramm
MIR,MIR
MJA price lists,Preislisten für Großkunden
Mobile Site,Mobile Website
modal analysis,Modalanalyse
modal superposition,modale Überlagerung
model browser,Modell-Browser
model documentation,Modelldokumentation
model identifier,Modellkennung
Model Performance Technical Note,technischer Hinweis zur Leistung in Modellen
Model Review,Model Review
modular design,modulare Konstruktion
monitor,Monitor
monochrome,monochrom
motherboard,Hauptplatine
Mountain Lion,Mountain Lion
mouse cursor,Mauszeiger
mouse driver,Maustreiber
mouse wheel,Mausrad
MQL,MQL
MSA,MSA
MSRP,UPE
MUD,MUD
Mudbox,Mudbox
MUI,MUI
multi-core processor,Multi-Core-Prozessor
multidiscipline coordination,fachbereichsübergreifende Koordinierung
Multi-Flex,Multi-Flex
multi-seat license,Mehrplatzlizenz
multi-seat stand-alone license,Mehrplatz-Einzellizenz
multithreading,Multithreading
multi-touch gestures,Multitouch-Gestensteuerung
multi-user,Multi-User
multi-user access,Multi-User-Zugriff
multi-user license,Multi-User-Lizenz
multi-view block,MV-Block
multi-year,mehrjährig
multi-year subscription contract,mehrjähriger Abonnementvertrag
My Account,My Account
My First Plug-In,My First Plug-In
My Insights,Meine Einblicke
My Products,Meine Produkte
My Profile,Mein Profil
named account,Großkunde
named caller,benannter Anrufer
named plot style table,benannte Plotstiltabelle
named user,benannter Benutzer
NAS,NAS
Nastran,Nastran
Nastran In-CAD,Nastran In-CAD
natural convection,natürliche Konvektion
natural frequency,Eigenfrequenz
navigation toolbar,Navigationsleiste
Navisworks,Navisworks
Navisworks Exporters,Navisworks Exporters
Navisworks Freedom,Navisworks Freedom
Navisworks Manage,Navisworks Manage
Navisworks Simulate,Navisworks Simulate
NC programming,NC-Programmierung
NDA,Geheimhaltungserklärung
near-photorealistic rendering,nahezu fotorealistisches Rendering
Net Promoter Score,Net Promoter Score
Netfabb,Netfabb
network adapter,Netzwerkadapter
Network Attached Storage,Network Attached Storage
network bandwidth,Netzwerk-Bandbreite
network card,Netzwerkkarte
network deployment,Netzwerkeinrichtung
network deployment image,Netzwerkeinrichtungs-Image
network fault tolerance,Netzwerk-Fehlertoleranz
network identity,Netzwerkidentität
network interface card,Netzwerk-Schnittstellenkarte
network license,Netzwerklizenz
Network License Manager,Network License Manager
network license server,Netzwerklizenzserver
Network Licensing,Netzwerklizenzierung
New Education Business Model,New Education Business Model
New Product Introduction,Produkteinführung (NPI – New Product Introduction)
"new releases, latest software/enhancements","neue Versionen, neueste Software/Verbesserungen"
Newsroom,Pressebereich
NFR,NFR
NIC,NIC
NLM,NLM
non-current customer,Kunden älterer Produktversionen
non-current license,nicht aktuelle Lizenz
non-current user,Benutzer älterer Produktversionen
non-disclosure agreement,Geheimhaltungserklärung
Not for Resale,Nicht für den Wiederverkauf
Notepad,Text-Editor
notice,"Hinweis, Benachrichtigung"
NPI,Produktneueinführung
NPS,NPS
OBJ,OBJ
object enabler,Objektaktivierer
object rollover tooltip,mausabhängiges Objekt-QuickInfo
object snap,Objektfang
Objection Handling Guide,Umgang mit Kundeneinwänden
oil & gas industry,Öl- und Gasindustrie
onboarding,Onboarding
One Team 360,One Team 360
One Team Conference,One Team Conference
one-time upgrade process,einmalige Aktualisierung
one-to-one support,persönlicher Support
online license transfer,Online-Lizenzübertragung
onsite contractor,Auftragnehmer vor Ort
OpenEXR,OpenEXR
opportunity management,Opportunity-Management
Order a Free Trial,Kostenlose Testversion bestellen
order confirmation email message,E-Mail mit der Auftragsbestätigung
order fulfillment email,Auftragsabwicklungs-E-Mail
order lookup,Suche nach Bestellungen
ordinate,Koordinate
organic form,organische Formen
orientation,Ausrichtung
orthographic drawing,orthogonale Zeichnung
OTC,OTC
outage management system,Ausfallmanagementsystem
outlet,Auslass
out-of-process,prozessextern
overview brochure,Übersichtsbroschüre
overview video,Einführungsvideo
overwrite,überschreiben
package code,Paketcode
packaging design,Verpackungsdesign
paid search,Paid Search
pane,Bereich
panel arrow,Elementpfeil
parametric,parametrisch
Partner Advantage Program Guide,Partner Advantage Program Guide
Partner Center,Partner Center
Partner Center Helpdesk,Partner Center Helpdesk
partner event,Partner-Veranstaltung
Partner Locator,Fachhändler-Suche
Partner Products and Services,Produkte und Services von Partnern
passive solar construction,Konstruktionen für die passive Solarenergienutzung
Path to Volume,Path-to-Volume-Prozess
payback,Amortisierung
PDM,PDM
penalty,Strafe
Performance Recommendations,Empfohlene Ausstattung
Performance Tuner,Leistungsfeinabstimmung
perpetual license,Dauerlizenz
perpetual licensing,Dauerlizenzierung
Perpetual Licensing Changes,Änderungen bei Dauerlizenzen
persistent product description,versionsübergreifende Produktbeschreibung
personal access URL,Persönliche Zugangs-URL
personal data,personenbezogene Daten
phone support,Telefonsupport
photo collection,Fotosammlung
physical media,physische Datenträger
physical shipment,postalische Lieferung
pipeline,Pipeline
piping,Rohrleitungen
Piracy Prevention,Vermeidung von Produktpiraterie
pirated,raubkopiert
planning professional,Planer
Platform Technology Division,Platform Technology Division (PTD)
PLM,PLM
PLM TV,PLM TV
plot style,Plotstil
plug-in,Plug-in
podcast,Podcast
point cloud,Punktwolke
pointing device,Zeigegerät
Policies & Forms,Richtlinien/Formulare
policy,Richtlinie
political contribution,Parteispende
populate,füllen
pop-up blocker,Pop-up-Blocker
pop-up booth,faltbarer Messestand
Portable License Utility,Dienstprogramm für übertragbare Lizenzen
post-molding,Nachbearbeitung
PowerInspect,PowerInspect
PowerMill,PowerMill
PowerShape,PowerShape
Pre-Architecture Curriculum,Pre-Architecture Curriculum
precast component,Fertigbetonteile
preconstruction,Bauvorbereitung
Preferred Plan,Vorzugs-Lizenz
Preferred Plus Plan,Vorzug Plus-Lizenz
preliminary analysis,Vorstudie
Pre-Release Products Agreement,Produktvereinbarung für Vorabversion
pre-release trial,Vorab-Testversion
prerequisite,Voraussetzung
pre-requisite,Voraussetzung
president and CEO,President und CEO
press release,Pressemitteilung
Preview Guide,Vorschau
Previous Version Eligibility List,Liste der zugelassenen Vorgängerversionen
Previous Version Eligible Product List,Liste der zugelassenen Produkte zur Nutzung von Vorgängerversionen
Previous Version Rights,Nutzungsrechte für Vorgängerversionen
Previous Versions,Vorgängerversionen
price to switch,Preis für den Wechsel
primary license,Hauptlizenz
Privacy Statement,Datenschutzerklärung
process management,Prozessmanagement
process manufacturing,Prozessindustrie
procurement,Einkauf
Product Activation FAQ,Häufig gestellte Fragen zur Produktaktivierung
Product Activation Wizard,Produkt-Aktivierungsassistent
product brochure,Produktbroschüre
product center,Produktcenter
Product Data Management,Produktdatenmanagement
product description,Produktbeschreibung
Product Design & Manufacturing Collection,Product Design & Manufacturing Collection
Product Design Collection,Product Design Collection
Product Details,Produktdetails
product development,Produktentwicklung
product enhancement,Produktverbesserung
product extension,Produkterweiterung
product family,Produktfamilie
Product Information,Produktinformationen
product key,Produktschlüssel
product lifecycle management,Product Lifecycle Management
product line,Produktlinie
product overview,Produktüberblick
Product Resources,Produktressourcen
product suite,Produkt-Suite
Product Summary,Produktübersicht
Product Support,Produktsupport
product support specialist,Produktsupportspezialist
product tray,Produktpalette
Product Trial,Testversion
product upgrade,Produktupgrade
productivity study,Produktivitätsstudie
professional instructor,professioneller Ausbilder
Professional Plan,Profi-Lizenz
Professional Services,Professional Services
Profile Manager,Profil-Manager
Project Contributor,Projektmitwirkender
Project Moderator,Projektmoderator
Project Navigator,Projekt-Navigator
promo box,Promo-Box
promobox,Promo-Box
Promotions,Verkaufsförderungen/Promotionen
Promotions & Campaigns,Kampagnen und Promotionen
Promotions & Special Offers,Aktionen und Sonderangebote
Proof Points,Argumentationspunkte
proprietary,geschützt
provider,Provider
provision,Serviceerbringung
proxy server,Proxy-Server
PSP,PSP
PTV,PTV
Publisher 360,Publisher 360
publisher corner,Publisher-Ecke
pull-up banner,Aufsteller
Purchase Options,Bezugsoptionen
Q&A,Q&A
QAT,Schnellzugriff-Werkzeugkasten
quantification,Quantifizierung
Questions and Answers,Fragen und Antworten
Quick Access Toolbar,Schnellzugriff-Werkzeugkasten
Quick Uninstall Tool,Schnell-Deinstallations-Tool
quick view,Schnellansicht
Quote Me Now,Angebot anfordern
radial deflection,radiale Verformung
radio button,Optionsfeld
RAM,RAM
random access memory,Random Access Memory
raster image,Rasterbild
raster to vector conversion,Vektorisierung
RasterDWG,RasterDWG
raster-to-vector conversion,Vektorisierung
RCO,Änderungsantrag
reactivation,erneute Aktivierung
real estate,Immobilien
rebate,Rabatt
ReCap,ReCap
ReCap 360,ReCap 360
ReCap 360 Ultimate,ReCap 360 Ultimate
recommended retail price,UVP (unverbindlicher Verkaufspreis)
recurring billing,wiederkehrende Abrechnung
redundant license server,redundanter Lizenzserver
redundant license server model,Modell eines redundanten Lizenzservers
refresh,aktualisieren
refund,Rückerstattung
refund policy,Rückerstattungsbestimmungen
regapp,Regapp
Register now,Jetzt registrieren
Register Your Product,Produkt registrieren
registered trademark,Marke
Registry Editor,Registrierungseditor
registry key,Registrierungsschlüssel
re-imaged computer,Computer mit erneut installiertem Image
Related Information,Weiterführende Informationen
Related Links,Weiterführende Links
Related Products,Verwandte Produkte
Release Comparison Matrix,Versionsvergleich
release date,Freigabedatum
release management,Versionsverwaltung
Release Notes,Versionshinweise
reload,neu laden
remote desktop assistance,Ferndiagnose
Removing the barriers to better business,Mehr Geschäftserfolg durch optimierte Abläufe
render farm,Render-Farm
renderer,Renderer
rendering,Rendern
Rendering in A360,Rendering in A360
renew,verlängern
renewable energy,erneuerbare Energie
renewal,Verlängerung
renewal notice,Verlängerungsbenachrichtigung
renewal rate,Verlängerungsquote
renewal report,Verlängerungsbericht
renovation,Renovierung
rental,Miete
rental plan,Mietvertrag
repair,reparieren
report,Bericht
Report Noncompliance,Verstöße melden
Request a quote,Angebot anfordern
request for change order,Änderungsantrag
Request Product Demo,Produktvorführung anfordern
Requesting a Refund,Anfordern einer Rückerstattung
reseller,Fachhändler
reseller of record,eingetragener Fachhändler
Reseller View Permission,Leseberechtigungen für Fachhändler
resolution,Lösung
Resource Center,Ressourcen-Center
resource loading,Laden von Ressourcen
response,Antwort
response time,Reaktionszeiten
restricted user,eingeschränkter Benutzer
retail version,Einzelhandelsversion
retrofit,Umbau
return on investment,Return on Investment
return policy,Rückgabebestimmungen
Return to the Order Lookup Page,Zurück zur Bestellungs-Suchseite
revenue accounting,Verbuchung der Umsatzerlöse
Revit,Revit
Revit Cloud Worksharing,Revit Cloud Worksharing
Revit Collaboration Suite,Revit Collaboration Suite
Revit LT,Revit LT
RFID,RFID
RGB,RGB
ribbon,Multifunktionsleiste
ribbon contextual tab,kontextabhängige Registerkarte der Multifunktionsleiste
Rilsan Invent Natural,Rilsan Invent Natural
Roadway Design for InfraWorks 360,Roadway Design for InfraWorks 360
Robotics Curriculum,Autodesk-Curriculum zur Roboterprogrammierung
ROI,ROI
root directory,Stammverzeichnis
root user,Stammbenutzer
routine,Routine
safe mode,sicherer Modus
Sales & Marketing Tools Finder,Sales & Marketing Tool Finder
Sales Development Fund,Sales Development Fund
Sales Enablement Programs & Technology,Sales Enablement Programs & Technology
Sales Playbook,Kompendium für den Vertrieb
sales tool,Vertriebstool
sales toolkit,Sales-Toolkit
SAM,SAM
Sample Applications,Beispielanwendungen
SAN,SAN
SBT,SBT
SC,SC
scalable licensing,skalierbare Lizenzierung
scale factor,Skalierungsfaktor
scene editor,Szenen-Editor
schedule a call,Termin für einen Anruf vereinbaren
Science and Math Curriculum,Autodesk-Curriculum für Wissenschaft und Mathematik
"science, technology, engineering and math","Mathematik, Informatik, Naturwissenschaft und Technik (MINT)"
screen capture,Bildschirmerfassung
screen image,Bildschirmfoto
screencast,Screencast
screenshot,Bildschirmkopie
scroll wheel,Mausrad
SDF,SDF
SDK,SDK
search engine marketing,Suchmaschinenmarketing (Search Engine Marketing)
search engine optimization,Suchmaschinenoptimierung (Search Engine Optimization)
search tag,Suchbegriff
seat,Lizenzplatz
secondary graphics card,sekundäre Grafikkarte
sector model,Sektorenmodell
secure discounted pricing,rabattierten/vergünstigten Preis sichern
secure pricing,aktuellen Preis sichern
Secure Sockets Layer,Secure Sockets Layer
security control,Sicherheitskontrolle
See pricing options,Preisoptionen anzeigen
seismic conformance,Erdbebenfestigkeit
self help tool,Selbsthilfe-Tool
self-mailer,Selfmailer
self-paced training,Onlineschulung zum Selbststudium
Self-Service,Selfservice
SEM,SEM
senior Autodesk support agent,erfahrene Supportspezialist von Autodesk
SEO,SEO
SEPT,SEPT
serial number,Seriennummer
Service Level Agreement,Service-Level-Agreement
Service line overview,Serviceübersicht
Service offering brief,Überblick zum Serviceangebot
Service Pack,Service Pack
service request number,Serviceanfragenummer
Session Specific Licensing,Sitzungsspezifische Lizenzierung
Set the Pace,Immer einen Schritt voraus
severity level,Schweregrad
Shader Model,Shader Model
shape file,Formdatei
Shape Generator,Formen-Generator
shear modulus,Schermodul
sheet list,Planliste
shipping address,Versandadresse
shopping basket,Einkaufswagen
shortcut,Verknüpfung
Shotgun,Shotgun
show reel,Showreel
sidebar,Seitenleiste
side-by-side configuration,parallele Konfiguration
side-by-side feature comparison,gegenüberstellender Funktionsvergleich
sign in,anmelden
sign up,registrieren
Sign up for email,Für E-Mail-Updates registrieren
signage,Beschilderung
Sign-in Help Contact Form,Hilfe beim Anmelden - Kontaktformular
silent installation,automatische Installation
silent mode,Automatikmodus
Simulation Job Manager,Simulation Job Manager
single datastep,einzelner Datenschritt
Single License Manager,Single License Manager
single sign-on,Single Sign-On
single-seat license,Einzelplatzlizenz
single-user,Single-User
single-user access,Single-User-Zugriff
single-user license,Single-User-Lizenz
site map,Sitemap
SKU,SKU
SLA,SLA
slideout panel,erweiterbare Gruppe
SLM,SLM
SMS,SMS
snap,Fang
Social Media,soziale Medien
Social Media Policy,Richtlinie zu sozialen Medien
software,Software
software as a service,Software-as-a-Service
software coordinator,Software-Koordinator
software development kit,Software Development Kit (SDK)
software distribution,Softwareverteilung
Software License Agreement,Softwarelizenzvertrag
software module,Softwaremodul
software package,Softwarepaket
software program,Softwareprogramm
software rental license plan,Softwarelizenz-Mietplan
software requirements,Softwareanforderungen
software retirement,Produkteinstellung
software upgrade,Softwareupgrade
software usage right,Software-Nutzungsrecht
software vendor,Software-Anbieter
solid-state drive,SSD (Solid-State-Drive)
SolidWorks,SolidWorks
solver,Solver
spam,Spam
spell-checking,Rechtschreibprüfung
split button,geteilte Schaltfläche
spreadsheet-driven design,tabellenbasierte Konstruktion
SQL Server Management Studio,SQL Server Management Studio
SQLite,SQLite
SRN,SRN
SRP,UPE (unverbindliche Preisempfehlung)
SSD,SSD
SSL,SSL
standalone license,Einzellizenz
stand-alone license,Einzellizenz
stand-alone user,Einzelanwender
start-up support,Unterstützung für den Einstieg
statement,Erklärung
static banner,statisches Banner
status tray,Statusleiste
STEM,MINT
step-by-step instruction,schrittweise Anleitung
sticky panel,verschiebbare Gruppe
Storage Area Network,Storage Area Network
strategic account,strategischer Kunde
strategic partner,strategischer Partner
stress relaxation,Spannungsrelaxation
structural engineering,Konstruktiver Ingenieurbau
structural foam,Strukturschaum
Student Center,Student Center
Student Community,Studenten-Community
