source,target
Infrastructure Solutions Division,Divisão de soluções de infraestrutura
ingress/egress point,ponto de entrada/saída
In-Place Block Editor,Editor de blocos no local
in-product subscription access,acesso à assinatura integrada ao produto
inquiry,consulta
insider trading,uso de informações privilegiadas
Insights,Informações
install guide,Guia de Instalação
Install Now Help,Ajuda do Install Now
Install Now method,método Instalar agora
Installation and Licensing Help,Ajuda para instalação e licenciamento
installation directory,diretório de instalação
installation guide,Guia de Instalação
Installation Help,Ajuda da instalação
installation troubleshooting,solução de problemas de instalação
installation wizard,Assistente de instalação
Instructables,Instructables
instructor guide,guia do instrutor
intangible asset,ativo intangível
integrated project delivery,Entrega de projetos integrados
integrity,integridade
intellectual property,propriedade intelectual
Interactive Overview,Visão geral interativa
interactive PDF,PDF interativo
inter-disciplinary check,verificação interdisciplinar
International Organization for Standardization,International Organization for Standardization
Internet,Internet
Internet Assigned Numbers Authority,Autoridade de Números Atribuídos da Internet
Internet time server,servidor de horário na Internet
interoperability,interoperabilidade
Inventor Education Curriculum,Currículo educacional do Autodesk Inventor
Investor Relations,Relações com investidores
IPD,IPD
isometric drawing,desenho isométrico
isometric symbol,símbolo isométrico
ISV,ISV
item numbering,numeração de itens
IVAR,IVAR
JIT,JIT
Job Search,Pesquisa de emprego
journal file,arquivo de diário
Just-In-Time,just-in-time
Key Benefits,Principais benefícios
Key Features,Principais recursos
Key Message,Mensagem principal
key performance indicator,indicador principal de desempenho
key selling point,principal ponto de venda
kicker text,texto chamativo
Knowledge Base,Base de conhecimento
Knowledge Network,Knowledge Network
KPI,KPI
label,legenda
lag,atrasar
land recycling,reciclagem de terra
landing page,página inicial
Language Downloads,Downloads de idioma
language exchange,troca de idioma
language pack deployment,implantação de pacote de idioma
Late Attach,Anexação tardia
late processing fee,taxa de processamento tardio
late renewal,renovação tardia
latest versions/releases,as edições/versões mais recentes
launch event,evento de lançamento
law enforcement,cumprimento da lei
layout viewport,viewport do layout
LCA,LCA
Lead the Way,Lidere o caminho
Leadership in Energy and Environmental Design Green Building Rating System,Sistema de classificação de construção ecológica Leadership in Energy and Environmental Design
lean construction,construção enxuta
Learning Materials,materiais de aprendizado
LEED,LEED
legal entity,entidade legal
Legal Notice,Avisos legais
Legal Notices & Trademarks,Avisos legais e marcas comerciais
Less is more,Mais é menos
level,nível
level of detail,nível de detalhe
liability,obrigação
license agreement,contrato de licença
License and Services Agreement,Contrato de licença e serviços
License Behaviors,Comportamentos da licença
license borrowing,concessão de licenças
license compliance,conformidade de licenças
license consumption,consumo de licença
License File Parser,Analisador de arquivo de licença
License File Reference,Referência do arquivo de licença
License Finder,Localizador de licença
license holder,detentor de licença
license inactivity timeout,tempo de inatividade da licença
license key,chave da licença
license management,gerenciamento de licença
license management tool,ferramenta de gerenciamento da licença
license manager,gerenciador de licenças
License Parser,Analisador de licença
License Report Request,Solicitação de relatório de licença
license server model,modelo de servidor de licença
license supplier,fornecedor de licença
license timeout,expiração da licença
license time-out,expiração da licença
License Transfer utility,Utilitário de transferência de licenças
license usage,utilização da licença
licensing error,erro de licenciamento
life cycle,ciclo de vida
life cycle assessment,avaliação de ciclo de vida
lifecycle,ciclo de vida
lifecycle assessment,avaliação de ciclo de vida
lifetime,vida útil
limited time offer,oferta por tempo limitado
line number,número da linha
line smoothing,suavização de linha
linearity,linearidade
linetype,tipo de linha
lineweight,espessura de linha
Linux license server,servidor de licença Linux
Live Map,mapa dinâmico
Local Business Hours,Horário Comercial Local
local coordinates,coordenadas locais
login credentials,credenciais de login
logo,logo
logotype,logotipo
low resolution,baixa resolução
LSA,LSA
LTU,LTU
M&E Collection,M&E Collection
MAC,MAC
Mac App Store,Mac App Store
Magic Trackpad,Trackpad mágico
mail-in rebate,desconto enviado pelo correio
maintenance plan,plano de manutenção
maintenance plan contract,contrato do plano de manutenção
maintenance plan customer,cliente do plano de manutenção
Maintenance to Subscription Eligibility List,Lista de produtos elegíveis à migração do plano de manutenção para assinatura
major account,conta principal
major account discount,desconto de contas principais
maker,criador
Makers & indie designers,Criadores e projetistas independentes
malicious code,código mal-intencionado
Manage Auto-Renewal Plan,Gerenciar plano de renovação automática
manual renewal,renovação manual
manufacturer suggested retail price,preço sugerido de venda do fabricante
Manufacturing Solutions Division,Divisão de soluções de manufatura
manufacturing supply chain,cadeia de suprimento de fabricação
Map Explorer,navegador de mapas
marketing,marketing
marketing campaign,campanha de marketing
Marketing Director,Diretor de marketing
marketing qualified lead,cliente em potencial qualificado
masking region,região de máscara
mass customization,personalização em massa
Master Boot Record,Master Boot Record
master computer,computador principal
master image file,arquivo de imagem master
master services agreement,contrato principal de serviços
Material Library,Biblioteca de materiais
MBR,MBR
McAfee ePolicy Orchestrator,McAfee ePolicy Orchestrator
MDF,MDF
measurement scale,escala de medição
measuring tool,ferramenta de medição
mechanical engineering,engenharia mecânica
Media & Entertainment Collection,Media & Entertainment Collection
Media & Entertainment Training Videos,Vídeos de treinamento de mídia e entretenimento
Media Access Control,controle de acesso de mídia
Media Browser,Navegador de mídia
Media Relations,Assessoria de imprensa
media storage disk,disco de armazenamento de mídia
Membership Training Provider program,programa Membership Training Provider
memory usage,uso da memória
mentor,mentor
MEP engineer,engenheiro MEP
mesh convergence study,estudo de convergência de malha
mesh density,densidade da malha
mesh refinement,refinamento da malha
Metering Usage,Medição do uso
MFG,MFG
Microsoft Knowledge Base,Base de Dados de Conhecimento da Microsoft
middle mouse button,botão do meio do mouse
Migration Assistant,Assistente de migração
migration tool,ferramenta de migração
migration utility,utilitário de migração
MIR,MIR
MJA price lists,listas de preços MJA
Mobile Site,Site de dispositivos móveis
modal analysis,análise modal
modal superposition,superposição modal
model browser,navegador de modelo
model documentation,documentação do modelo
model identifier,identificador de modelo
Model Performance Technical Note,Nota técnica sobre desempenho de modelo
Model Review,Revisão do modelo
modular design,projeto modular
monitor,monitorar
monochrome,monocromático
Most Recent,Mais recente
motherboard,placa-mãe
Mountain Lion,Mountain Lion
mouse cursor,cursor do mouse
mouse driver,driver do mouse
mouse wheel,roda do mouse
Move to Subscription offer,oferta de Mudança para Assinatura
MQL,MQL
MSA,MSA
MSRP,MSRP
MUI,MUI
multi-core processor,processador multi-core
multidiscipline coordination,coordenação multidisciplinar
Multi-Flex,Multi-Flex
multi-seat license,licença com vários assentos
multi-seat stand-alone license,licença individual com vários assentos
multi-touch gestures,gestos multi-touch
multi-user,multiusuário
multi-user access,acesso multiusuário
multi-user license,licença multiusuário
multi-view block,bloco de múltiplas vistas
multi-year,multianual
multi-year subscription contract,contrato de assinatura multianual
My Account,Minha conta
My First Plug-In,Meu primeiro plug-in
My Insights,Minhas informações
My Products,Meus Produtos
My Profile,Meu Perfil
named account,conta nomeada
named caller,chamador designado
named plot style table,tabela de estilo de plotagem designada
named user,usuário nomeado
NAS,NAS
natural convection,convecção natural
natural frequency,frequência natural
navigation toolbar,barra de ferramentas de navegação
NC programming,programa NC
NDA,NDA
near-photorealistic rendering,renderização com realismo quase fotográfico
Net Promoter Score,Net Promoter Score
network adapter,adaptador de rede
Network Attached Storage,Armazenamento conectado à rede
network bandwidth,largura de banda de rede
network card,placa de rede
network deployment,instalação em rede
network deployment image,imagem de implantação de rede
network fault tolerance,tolerância de falha de rede
network identity,identidade de rede
network interface card,placa de interface de rede
network license,licença de rede
Network License Manager,Network License Manager
network license server,servidor de licença de rede
Network Licensing,Licenciamento de rede
New Education Business Model,Novo modelo de negócios para o setor de educação
New Product Introduction,Introdução a produto novo
"new releases, latest software/enhancements","novas versões, os mais recentes softwares/aprimoramentos"
Newsroom,Notícias
NFR,NFR
NIC,NIC
NLM,NLM
non-current customer,cliente com licença vencida
non-current license,licença vencida
non-current user,usuários sem licença
non-disclosure agreement,contrato de confidencialidade
Not for Resale,Não destinado à revenda
Notepad,Bloco de notas
NPI,NPI
NPS,NPS
object enabler,ativador de objetos
object rollover tooltip,dica de ferramentas de objetos
object snap,snap do objeto
Objection Handling Guide,Objection Handling Guide
oil & gas,petróleo e gás
oil & gas industry,setor de petróleo e gás
onboarding,integração
One Team 360,One Team 360
One Team Conference,One Team Conference
one-time upgrade process,processo de atualização única
one-to-one support,suporte personalizado
ongoing support,suporte contínuo
online license transfer,transferência de licença on-line
onsite contractor,empreiteiro no local
opportunity management,gerenciamento de oportunidades
order confirmation email message,mensagem de confirmação de pedido
order fulfillment email,e-mail de atendimento do pedido
order lookup,consulta de ordem
organic form,forma orgânica
orientation,orientação
orthographic drawing,criação de desenhos ortogonais
OTC,OTC
Our Story,Nossa história
outage management system,sistema de gerenciamento de falta de energia
outlet,saída
out-of-process,independente
overwrite,substituir
package code,código do pacote
packaging design,concepção de pacotes
paid search,pesquisa paga
pane,painel
panel arrow,seta do painel
parametric,paramétrico
Partner Advantage Program Guide,Guia de Vantagens do Parceiro
Partner Center,Centro de Parceiro
Partner Center Helpdesk,Help Desk do Centro de Parceiro
partner event,evento de parceiros
Partner Locator,Localizador de parceiros
Partner Products and Services,Serviços e produtos de parceiros
passive solar construction,construção solar passiva
Path to Volume,Path to Volume
pay as you go,pagamento conforme o uso
payback,retorno
PDM,PDM
penalty,penalidade
Performance Recommendations,Recomendações de desempenho
Performance Tuner,Sintonizador de desempenho
perpetual license,licença permanente
perpetual licensing,licenciamento permanente
Perpetual Licensing Changes,Mudanças nas licenças permanentes
persistent product description,descrição de produto persistente
personal access URL,URL para acesso pessoal
personal data,dados pessoais
phone support,suporte por telefone
photo collection,coleção de fotos
physical media,mídia física
physical shipment,envio físico
pipeline,canal de processamento
piping,tubulação
Piracy Prevention,Prevenção à pirataria
pirated,pirateado
planning professional,profissionais de planejamento
Platform Technology Division,Divisão de tecnologia de plataforma
PLM,PLM
PLM TV,TV PLM
plot style,estilo de plotagem
plug-in,plug-in
podcast,podcast
point cloud,nuvem de pontos
pointing device,dispositivo apontador
Policies & Forms,Políticas e formulários
policy,política
political contribution,contribuição política
populate,preencher
pop-up blocker,bloqueador de pop-up
pop-up booth,estande
Portable License Utility,Utilitário de Licença Portátil
post-molding,pós-moldagem
Pre-Architecture Curriculum,Currículo educacional do curso de pré-arquitetura
precast component,componentes pré-moldados
preconstruction,pré-construção
Preferred Plus Plan,Plano Preferencial Plus
preliminary analysis,análise preliminar
Pre-Release Products Agreement,Contrato de produtos de pré-lançamento
pre-release trial,versão de avaliação pré-lançamento
president and CEO,presidente e CEO
press release,comunicado de imprensa
Preview Guide,Guia de Pré-visualização
Previous Version Eligibility List,Lista de elegibilidade para versão anterior
Previous Version Eligible Product List,Lista de produtos válidos para direitos de uso de versão anterior
Previous Version Rights,Direitos de uso de versão anterior
Previous Versions,Versões anteriores
price to switch,preço da migração
primary license,licença principal
privacy,privacidade
Privacy Statement,Declaração de privacidade
process management,gerenciamento de processos
process manufacturing,manufatura de processos
procurement,aquisição
Product Activation FAQ,Perguntas frequentes sobre a ativação do produto
Product Activation Wizard,Assistente de ativação do produto
product brochure,brochura de produto
product center,central do produto
Product Data Management,Gerenciamento de dados de produto
product description,descrição do produto
Product Design & Manufacturing Collection,Product Design & Manufacturing Collection
Product Design Collection,Product Design Collection
Product Details,Detalhes do produto
product development,desenvolvimento do produto
product enhancement,melhorias no produto
product extension,Extensões do produto
product family,família de produtos
Product Information,Informações do Produto
product key,chave do produto
product lifecycle management,gerenciamento do ciclo de vida do produto
product line,linha de produto
product overview,visão geral do produto
Product Resources,Recursos do produto
product suite,suíte de produtos
Product Summary,Resumo de Produtos
Product Support,Suporte ao produto
product support specialist,especialista em suporte de produtos
product tray,bandeja do produto
Product Trial,Versão de avaliação do produto
product upgrade,atualização de produtos
productivity study,estudo de produtividade
professional instructor,instrutor profissional
Professional Plan,Plano profissional
Professional Services,Serviços profissionais
Profile Manager,Gerenciador de perfil
Project Contributor,Colaborador do projeto
Project Moderator,Moderador do projeto
Project Navigator,Navegador de projeto
promo box,caixa promocional
promobox,caixa promocional
Promotions,Promoções
Promotions & Campaigns,Promoções e campanhas
Promotions & Special Offers,Promoções e ofertas especiais
Proof Points,Pontos de comprovação
provider,fornecedor
provision,provisão
proxy server,servidor proxy
PSP,PSP
PTV,PTV
Public Relations,Relações públicas
Publisher 360,Publisher 360
publisher corner,espaço do fornecedor
pull-up banner,banner retrátil
Purchase Options,Opções de compra
purge,limpar
QAT,QAT
qualifying,elegível
quantification,quantificação
Questions and Answers,Perguntas e respostas
Quick Access Toolbar,barra de ferramentas de acesso rápido
Quick Uninstall Tool,Ferramenta de desinstalação rápida
quick view,visualização rápida
Quote Me Now,Faça um orçamento agora
radial deflection,deflexão radial
radio button,botão de opção
RAM,RAM
random access memory,memória de acesso aleatório
raster image,imagem raster
raster to vector conversion,conversão de raster em vetor
RasterDWG,RasterDWG
raster-to-vector conversion,conversão de vetor em raster
RCO,RCO
reactivation,reativação
real estate,imóveis
rebate,desconto
recommended retail price,preço sugerido de venda
recurring billing,cobrança recorrente
redundant license server,servidor de licença redundante
redundant license server model,modelo de servidor de licença redundante
refresh,atualizar
refund policy,política de reembolso
refurbishment,recondicionamento
regapp,regapp
Register now,Inscreva-se agora
Register Your Product,Registrar o produto
registered trademark,marca registrada
Registry Editor,Editor do Registro
registry key,chave do registro
re-imaged computer,nova imagem dos computadores
Related Information,Informações relacionadas
Related Links,Links relacionados
Related Products,Produtos relacionados
release date,data de lançamento
release management,gerenciamento de versões
Release Notes,Notas de versão
reload,recarregar
remote desktop assistance,assistência para área de trabalho remota
render farm,farm de renderização
renderer,agente de renderização
rendering,renderização
Rendering in A360,Rendering in A360
renew,renovar
renewable energy,energia renovável
renewal,renovação
renewal notice,aviso de renovação
renewal rate,taxa de renovação
renewal report,relatório de renovação
renovation,reforma
rental,aluguel
rental plan,plano de aluguel
report,relatório
Request a quote,Solicitar uma cotação
request for change order,solicitação de alteração de contrato
Request Product Demo,Solicitar demonstração de produto
reseller,revendedor
reseller of record,revendedor de registro
Reseller View Permission,Permissões de visualização do revendedor
resolution,resolução
Resource Center,Centro de Recursos
resource loading,carregamento de recurso
response,resposta
response time,tempos de resposta
restricted user,usuário restrito
retail version,versão de varejo
return on investment,retorno sobre o investimento
return policy,política de devolução
Return to the Order Lookup Page,Retornar à página Consulta de pedido
revamp projects,projetos de renovação
revenue accounting,contabilidade de receitas
RFID,RFID
ribbon,faixa de opções
ribbon contextual tab,guia contextual da faixa de opções
Rilsan Invent Natural,Rilsan Invent Natural
Robotics Curriculum,Currículo VEX Robotics da Autodesk
ROI,ROI
roll over,transferir
root directory,diretório raiz
root user,usuário raiz
routine,rotina
safe mode,modo seguro
sales,vendas
Sales & Marketing Tools Finder,Localizador de ferramentas de vendas e marketing
Sales Development Fund,Fundo de desenvolvimento de vendas
Sales Enablement Programs & Technology,Sales Enablement Programs & Technology
Sales Playbook,Guia de Vendas
sales tool,ferramentas de vendas
sales toolkit,kit de ferramentas de vendas
SAM,SAM
Sample Applications,Aplicativos de amostra
SAN,SAN
SBT,SBT
SC,SC
scalable licensing,licenciamento flexível
scale factor,fator de escala
scene editor,editor de cena
schedule a call,agendar uma chamada
Science and Math Curriculum,Currículo educacional de ciência e matemática
"science, technology, engineering and math","ciência, tecnologia, engenharia e matemática"
screen capture,captura de tela
screen image,imagem na tela e legenda
screencast,screencast
screenshot,captura de tela
scroll wheel,roda do mouse
SDF,SDF
SDK,SDK
search engine marketing,marketing de mecanismo de segurança
search engine optimization,otimização de mecanismo de segurança
search tag,identificador de pesquisa
secondary graphics card,placa gráfica secundária
sector model,modelo setorial
secure discounted pricing,preços com desconto garantidos
secure pricing,garantir preços
Secure Sockets Layer,Secure Sockets Layer
security control,controle de segurança
See pricing options,Ver opções de preço
seismic conformance,conformidade sísmica
self help tool,ferramenta de autoajuda
self-mailer,cartão postal de marketing
self-paced training,treinamento individual
Self-Service,Autoatendimento
senior Autodesk support agent,agente de suporte sênior da Autodesk
SEPT,SEPT
serial number,número de série
Service Level Agreement,Contrato de nível de serviço
Service line overview,Visão geral da linha de serviço
Service offering brief,Breve descrição da oferta do serviço
Service Pack,Service Pack
service request number,número de solicitação de serviço
Session Specific Licensing,Licenciamento para uma sessão específica
severity level,nível de severidade
Shader Model,Shader Model
shape file,arquivo de forma
Shape Generator,Gerador de forma
shear modulus,módulo de cisalhamento
sheet list,lista de folhas
shipping address,endereço de entrega
shopping basket,carrinho de compras
shortcut,atalho
show reel,filme promocional
sidebar,barra lateral
side-by-side configuration,configuração lado a lado
side-by-side feature comparison,comparativo lado a lado de recursos
sign in,entrar
sign up,inscrever-se
Sign up for email,Inscrever-se no e-mail
signage,sinalização
Sign-in Help Contact Form,Formulário de contato da ajuda para fazer login
silent installation,instalação silenciosa
silent mode,modo silencioso
Simulation Job Manager,Simulation Job Manager
single datastep,datastep individual
Single License Manager,gerenciador de licenças único
single sign-on,acesso único
single-user,usuário único
single-user access,acesso de usuário único
single-user license,licença de usuário único
site map,mapa do site
SKU,SKU
SLA,SLA
slideout panel,painel deslizante
SLM,SLM
SMS,SMS
snap,snap
Social Media,Mídia social
Social Media Policy,Política de Mídia Social
Softlock License Manager,Softlock License Manager
software,software
software as a service,software como serviço
software asset management,gerenciamento de recursos de software
software coordinator,Coordenador de software
software development kit,kit de desenvolvimento de software
software distribution,distribuição de software
Software License Agreement,acordo de licença de software
software module,módulo de software
software package,pacote de software
software program,programa de software
software rental license plan,plano de licença de locação de software
software requirements,requisitos de software
software retirement,descontinuação de software
software upgrade,atualização do software
software usage right,direito de utilização do software
software vendor,fornecedor de software
solid-state drive,unidade de estado sólido
solver,solucionador
spam,spam
special offer to move to subscription,oferta especial de mudança para assinatura
spell-checking,correção ortográfica
split button,botão de divisão
Sponsorships,Patrocínios
spreadsheet-driven design,projeto orientado a planilha
SQL Server Management Studio,SQL Server Management Studio
SQLite,SQLite
SRN,SRN
SSD,SSD
standalone license,licença individual
stand-alone license,licença individual
stand-alone user,usuário independente
start-up support,suporte inicial
statement,declaração
static banner,banner estático
status tray,bandeja de status
STEM,STEM
step-by-step instruction,instrução passo a passo
sticky panel,painel permanente
Storage Area Network,rede de área de armazenamento
storyboarding,storyboarding
strategic account,conta estratégica
strategic partner,parceiro estratégico
stress relaxation,relaxamento da tensão
structural engineer,engenheiro estrutural
structural engineering,engenharia estrutural
structural foam,espuma estrutural
Student Center,Centro de Estudantes
Student Community,Student Community
Student Engineering & Design Community,Student Engineering & Design Community
Student Portfolio,Portfólio do estudante
style library,biblioteca de estilos
sub-contractor,subcontratado
Subscribe,Assinar
Subscribe Now,Assine agora
subscriber,assinante
subscription,assinatura
subscription benefits,vantagens da assinatura
subscription contract number,número do contrato da assinatura
subscription offering,ofertas de assinatura
subscription renewal date,data de renovação da assinatura
subscription software,software com assinatura
Subscription to Subscription Eligibility List,Lista de produtos elegíveis à migração entre assinaturas
suggested retail price,preço sugerido de venda
supply chain,cadeia de suprimentos
Support & learning,Suporte e aprendizado
Support Account Manager,Gerente de Contas do Suporte
support agent,agente de suporte
Support Agreement,Contrato do Suporte
support program,programa de suporte
support request,solicitação de suporte
support user,usuário do suporte
Sustainability,sustentabilidade
Sustainability Workshop,Workshop de Sustentabilidade
Sustainable Design Curriculum,Currículo da Autodesk para projeto sustentável
switch from maintenance to subscription,migrar do plano de manutenção para assinatura
switching subscriptions,migração de assinaturas
System requirements,Requisitos do sistema
system tray,bandeja do sistema
systems integrator,integrador de sistemas
tagline,slogan
tangible asset,ativo tangível
Task Manager,Gerenciador de tarefas
TCO,TCO
Team Administrator,Administrador de equipes
Team Member,Membro da equipe
Team Owner,Proprietário da equipe
tech support,suporte técnico
Technical Marketing Manager,Gerente de marketing técnico
Technical Services Manager,Gerente de serviços técnicos
Technical What's New,Novidades técnicas
technology preview,prévia da tecnologia
tensegrity,tensegridade
Term Extendable,Prazo extensível
term license,licença com prazo de validade
Term Non-Extendable,Prazo limitado
terminate,finalizar
Terminate and Stay Resident Program,programa TSR (Terminate-and-Stay-Resident)
terms and conditions,termos e condições
terms of service,termos de serviço
terms of use,termos de uso
test drive,test drive
testimonial,depoimento
text editor,editor de texto
text style,estilo de texto
texture mapping,mapeamento de textura
The Autodesk Advantage,A vantagem da Autodesk
The professional guide to Building Information Modelling (BIM),O guia profissional da Modelagem de Informações da Construção (BIM)
third-party application,aplicativo de terceiros
Threat Protection,Proteção contra ameaças
three-button mouse,mouse de três botões
ticker symbol,símbolo de registro
tier,nível
tier designation,designação de camada
time to market,tempo de introdução no mercado
Tips and Tricks,Dicas e truques
To-Do List,lista de tarefas
toggle,alternar
Token Flex,Token Flex
Token-Flex token,token Token-Flex
ToolClip,Clipe sobre ferramentas
toolkit,kit de ferramentas
Tools That Make An Impact,Ferramentas que causam impacto
toolset,conjunto de ferramentas
total cost of ownership,custo total de propriedade
tradegraph,gráfico de marcas registradas
training video,tutoriais em vídeo
transaction fee,taxa de transação
Transfer Ownership of Licenses,Transferir propriedade das licenças
transferee,cessionário
transferor,cedente
transparency,transparência
trash,Lixeira
trial mode,modo de avaliação
trial period,período de avaliação
Trial Product Privacy Notice,Aviso de privacidade da versão de avaliação do produto
Trial tips,Dicas para a avaliação
troubleshooting,solução de problemas
true color,true color
Trust Center,Central de confiabilidade
TrustedDWG,TrustedDWG
Try or Subscribe,Experimente ou assine
TSR,TSR
turnkey solution,solução completa
tutorial,tutorial
tweet,tweet
unauthorized use,uso não autorizado
UNC,UNC
undo,desfazer
unexpected behavior,comportamento inesperado
ungroup,desagrupar
unhandled,não tratado
Uniform Naming Convention,Convenção de Nomeação Uniforme
uninstall tool,ferramenta de desinstalação
unit scaling,escala de unidades
Universal Naming Convention,Convenção Universal de Nomenclatura
unlawful harassment,assédio ilegal
Up & Ready Support,Suporte Up & Ready
Update your profile,Atualize seu perfil
upgrade path,caminho de atualização
upgrade policy,política de atualização
upgrade pricing,preço de atualização
Upgrade Version Policy,Política de atualização de versão
Upgrade your license,Atualize sua licença
urban planning,planejamento urbano
usage rate,taxa de uso
usage report,relatório de uso
Use cases,Casos de uso
use of Previous Version,uso da versão anterior
User Communities,Comunidades dos usuários
user guide,guia do usuário
User Management FAQ,Perguntas frequentes sobre gerenciamento de usuários
user persona,personagens do usuário
user's guide,guia do usuário
utility grid,sistema elétrico
VAD,VAD
valuable insights,informações valiosas
Value Added Distributor,Distribuidor de valor agregado
value engineering,engenharia de valor
value prompter,indicador de valor
value proposition,proposta de valor
variable usage rate,taxa de uso variável
variant,variante
Vault Job Processor,Processador de trabalho no Vault
Vault Manager,Vault Manager
VBA porting service,serviço de portagem VBA
Vector Render,Agente de renderização de vetor
vertical application,aplicação vertical
vertical product,produto vertical
vertical ribbon,faixa de opções vertical
vertical solution,solução vertical
vice president,vice-presidente
video adapter,adaptador de vídeo
video card,placa de vídeo
video driver,driver de vídeo
video tutorial,tutorial em vídeo
View Support Cases,Exibir casos de suporte
ViewCube,ViewCube
violation,violação
virtual agent,agente virtual
virtual machine,máquina virtual
virtual pen,caneta virtual
virtual prototype,protótipo virtual
virtualization software,software de virtualização
virus protection,proteção antivírus
virus scanner,verificador de vírus
visualization specialist,especialista em visualização
voucher code,código do voucher
vulnerability,vulnerabilidade
waiver,renúncia
watermark,marca d'água
web banner,banner para web
web browser,navegador da Web
web support case,caso de suporte na web
web syndication tool,ferramenta de distribuição na Web
webcast,webcast
webinar,webinar
weekends,finais de semana
Welcome Kit,Kit de boas-vindas
white paper,white paper
Wiki Help,Ajuda Wiki
Windows Store,Windows Store
Windows Task Manager,Gerenciador de tarefas do Windows
workflow,fluxo de trabalho
Workflows,Fluxos de trabalho
Workflows & use cases,Fluxos de trabalho e casos de uso
workload,carga de trabalho
workplace,espaço de trabalho
workshared file,arquivo com compartilhamento de trabalho
workspace,espaço de trabalho
workstation,estação de trabalho
workweek,semana de trabalho
zoom factor,fator de zoom
zoom level,nível de zoom
3ds Max,3ds Max
3ds Max Design,3ds Max Design
Maya,Maya
Maya LT,Maya LT
Shotgun,Shotgun
fps,fps
i-drop target,alvo i-drop
A360,A360
A360 Rendering,A360 Rendering
A360 Team,A360 Team
Alias,Alias
Alias AutoStudio,Alias AutoStudio
Alias Concept,Alias Concept
Alias Design,Alias Design
Alias SpeedForm,Alias SpeedForm
Alias Surface,Alias Surface
AutoCAD 360,AutoCAD 360
AutoCAD Inventor LT Suite,AutoCAD Inventor LT Suite
Autodesk Cloud,Autodesk Cloud
Autodesk Flex,Autodesk Flex
Autodesk Inventor Mentor,Autodesk Inventor Mentor
Autodesk Manufacturing Community Portal,Autodesk Manufacturing Community Portal
Autodesk Netfabb,Autodesk Netfabb
Autodesk Netfabb Premium,Autodesk Netfabb Premium
Autodesk Spark,Autodesk Spark
BIM 360,BIM 360
CFD,CFD
CFD Advanced,CFD Advanced
CFD Motion,CFD Motion
FeatureCAM,FeatureCAM
Fusion,Fusion
Fusion 360,Fusion 360
HSMWorks,HSMWorks
HSMWorks for SOLIDWORKS,HSMWorks for SOLIDWORKS
Inventor,Inventor
Inventor LT,Inventor LT
Inventor LT Suite,Inventor LT Suite
Inventor Professional,Inventor Professional
Nastran,Nastran
Nastran In-CAD,Nastran In-CAD
Netfabb,Netfabb
Netfabb Premium,Netfabb Premium
Netfabb Standard,Netfabb Standard
Netfabb Ultimate,Netfabb Ultimate
PowerInspect,PowerInspect
PowerMill,PowerMill
PowerShape,PowerShape
Simulation CFD 3D Viewer,Simulation CFD 3D Viewer
Simulation CFD Viewer,Simulation CFD Viewer
SolidWorks,SolidWorks
TinkerBox,TinkerBox
Vault,Vault
Vault Basic,Vault Basic
Vault Professional,Vault Professional
VRED,VRED
VRED Design,VRED Design
VRED Presenter,VRED Presenter
VRED Professional,VRED Professional
VRED Server,VRED Server
AutoCAD,AutoCAD
AutoCAD Electrical,AutoCAD Electrical
AutoCAD for Mac,AutoCAD for Mac
AutoCAD LT,AutoCAD LT
AutoCAD LT for Mac,AutoCAD LT for Mac
AutoCAD Map 3D,AutoCAD Map 3D
AutoCAD Mechanical,AutoCAD Mechanical
AutoCAD OEM,AutoCAD OEM
AutoCAD P&ID,AutoCAD P&ID
AutoCAD Plant 3D,AutoCAD Plant 3D
AutoCAD Raster Design,AutoCAD Raster Design
AutoCAD Revit Architecture Suite,AutoCAD Revit Architecture Suite
Google Earth,Google Earth
i-drop Enhancer,i-drop Enhancer
i-drop Indicator,indicador i-drop
AutoCAD Civil 3D,AutoCAD Civil 3D
AutoCAD Revit LT Suite,AutoCAD Revit LT Suite
Autodesk Construction Cloud,Autodesk Construction Cloud
Autodesk Design Collaboration,Autodesk Design Collaboration
Autodesk Docs,Autodesk Docs
Autodesk Drive,Autodesk Drive
FormIt,FormIt
InfraWorks 360,InfraWorks 360
InfraWorks 360 LT,InfraWorks 360 LT
Navisworks,Navisworks
Navisworks Exporters,Navisworks Exporters
Navisworks Freedom,Navisworks Freedom
Navisworks Manage,Navisworks Manage
Navisworks Simulate,Navisworks Simulate
Photo on ReCap 360,Photo on ReCap 360
ReCap,ReCap
ReCap 360,ReCap 360
ReCap 360 Ultimate,ReCap 360 Ultimate
Revit,Revit
Revit Collaboration Suite,Revit Collaboration Suite
Revit LT,Revit LT
ABCP,ABCP
Accounting Standards Codification,Codificação das Normas Contábeis
ad hoc analysis,análise ad hoc
adoption path,caminho de adoção
AEC Information Model,Modelo de informações de AEC
AECO,AECO
annual order value,valor anual de pedidos
architectural decision record,registro de decisão de arquitetura
"Architecture, Engineering, Construction, and Operations","Arquitetura, engenharia, construção e operações"
"Authentication, Authorization and Accounting","Autenticação, autorização e contabilidade"
Autodesk BIM Collaborate,Autodesk BIM Collaborate
Autodesk BIM Collaborate Pro,Autodesk BIM Collaborate Pro
Autodesk Certified Instructor,Instrutor certificado pela Autodesk
Autodesk Cloud Standards,Padrões de nuvem da Autodesk
Autodesk Compute Platform,Plataforma de computação da Autodesk
Autodesk Construction Solutions,Autodesk Construction Solutions
